  0.000000   -1.000000    0.000000    1.000000  
  0.010000   -1.001973    0.000000    1.000000  
  0.020000   -1.007885    0.000000    1.000000  
  0.030000   -1.017713    0.000000    1.000000  
  0.040000   -1.031417    0.000000    1.000000  
  0.050000   -1.048943    0.000000    1.000000  
  0.060000   -1.070224    0.000000    1.000000  
  0.070000   -1.095173    0.000000    1.000000  
  0.080000   -1.123693    0.000000    1.000000  
  0.090000   -1.155672    0.000000    1.000000  
  0.100000   -1.190983    0.000000    1.000000  
  0.110000   -1.229487    0.000000    1.000000  
  0.120000   -1.271031    0.000000    1.000000  
  0.130000   -1.315453    0.000000    1.000000  
  0.140000   -1.362576    0.000000    1.000000  
  0.150000   -1.412215    0.000000    1.000000  
  0.160000   -1.464173    0.000000    1.000000  
  0.170000   -1.518246    0.000000    1.000000  
  0.180000   -1.574221    0.000000    1.000000  
  0.190000   -1.631875    0.000000    1.000000  
  0.200000   -1.690983    0.000000    1.000000  
  0.210000   -1.751310    0.000000    1.000000  
  0.220000   -1.812619    0.000000    1.000000  
  0.230000   -1.874667    0.000000    1.000000  
  0.240000   -1.937209    0.000000    1.000000  
  0.250000   -2.000000    1.000000    0.000000  
  0.260000   -2.125581    1.000000    0.000000  
  0.270000   -2.250666    1.000000    0.000000  
  0.280000   -2.374763    1.000000    0.000000  
  0.290000   -2.497380    1.000000    0.000000  
  0.300000   -2.618034    1.000000    0.000000  
  0.310000   -2.736249    1.000000    0.000000  
  0.320000   -2.851559    1.000000    0.000000  
  0.330000   -2.963507    1.000000    0.000000  
  0.340000   -3.071654    1.000000    0.000000  
  0.350000   -3.175571    1.000000    0.000000  
  0.360000   -3.274848    1.000000    0.000000  
  0.370000   -3.369094    1.000000    0.000000  
  0.380000   -3.457937    1.000000    0.000000  
  0.390000   -3.541026    1.000000    0.000000  
  0.400000   -3.618034    1.000000    0.000000  
  0.410000   -3.688656    1.000000    0.000000  
  0.420000   -3.752613    1.000000    0.000000  
  0.430000   -3.809654    1.000000    0.000000  
  0.440000   -3.859553    1.000000    0.000000  
  0.450000   -3.902113    1.000000    0.000000  
  0.460000   -3.937166    1.000000    0.000000  
  0.470000   -3.964575    1.000000    0.000000  
  0.480000   -3.984229    1.000000    0.000000  
  0.490000   -3.996053    1.000000    0.000000  
  0.500000   -4.000000    1.000000    0.000000  
  0.510000   -3.996053    1.000000    0.000000  
  0.520000   -3.984229    1.000000    0.000000  
  0.530000   -3.964575    1.000000    0.000000  
  0.540000   -3.937166    1.000000    0.000000  
  0.550000   -3.902113    1.000000    0.000000  
  0.560000   -3.859553    1.000000    0.000000  
  0.570000   -3.809654    1.000000    0.000000  
  0.580000   -3.752613    1.000000    0.000000  
  0.590000   -3.688656    1.000000    0.000000  
  0.600000   -3.618034    1.000000    0.000000  
  0.610000   -3.541026    1.000000    0.000000  
  0.620000   -3.457937    1.000000    0.000000  
  0.630000   -3.369094    1.000000    0.000000  
  0.640000   -3.274848    1.000000    0.000000  
  0.650000   -3.175571    1.000000    0.000000  
  0.660000   -3.071654    1.000000    0.000000  
  0.670000   -2.963507    1.000000    0.000000  
  0.680000   -2.851559    1.000000    0.000000  
  0.690000   -2.736249    1.000000    0.000000  
  0.700000   -2.618034    1.000000    0.000000  
  0.710000   -2.497380    1.000000    0.000000  
  0.720000   -2.374763    1.000000    0.000000  
  0.730000   -2.250666    1.000000    0.000000  
  0.740000   -2.125581    1.000000    0.000000  
  0.750000   -2.000000    1.000000    0.000000  
  0.760000   -1.937209    0.000000    1.000000  
  0.770000   -1.874667    0.000000    1.000000  
  0.780000   -1.812619    0.000000    1.000000  
  0.790000   -1.751310    0.000000    1.000000  
  0.800000   -1.690983    0.000000    1.000000  
  0.810000   -1.631875    0.000000    1.000000  
  0.820000   -1.574221    0.000000    1.000000  
  0.830000   -1.518246    0.000000    1.000000  
  0.840000   -1.464173    0.000000    1.000000  
  0.850000   -1.412215    0.000000    1.000000  
  0.860000   -1.362576    0.000000    1.000000  
  0.870000   -1.315453    0.000000    1.000000  
  0.880000   -1.271031    0.000000    1.000000  
  0.890000   -1.229487    0.000000    1.000000  
  0.900000   -1.190983    0.000000    1.000000  
  0.910000   -1.155672    0.000000    1.000000  
  0.920000   -1.123693    0.000000    1.000000  
  0.930000   -1.095173    0.000000    1.000000  
  0.940000   -1.070224    0.000000    1.000000  
  0.950000   -1.048943    0.000000    1.000000  
  0.960000   -1.031417    0.000000    1.000000  
  0.970000   -1.017713    0.000000    1.000000  
  0.980000   -1.007885    0.000000    1.000000  
  0.990000   -1.001973    0.000000    1.000000  
  1.000000   -1.000000    0.000000    1.000000  
  1.000000   -1.000000    0.000000    1.000000  
  1.100000   -1.000000    0.000000    1.000000  
  1.200000   -1.000000    0.000000    1.000000  
  1.300000   -1.000000    0.000000    1.000000  
  1.400000   -1.000000    0.000000    1.000000  
  1.500000   -1.000000    0.000000    1.000000  
  1.600000   -1.000000    0.000000    1.000000  
  1.700000   -1.000000    0.000000    1.000000  
  1.800000   -1.000000    0.000000    1.000000  
  1.900000   -1.000000    0.000000    1.000000  
  2.000000   -1.000000    0.000000    1.000000  
  2.000000   -1.000000    0.000000    1.000000  
  2.100000   -1.000000    0.000000    1.000000  
  2.200000   -1.000000    0.000000    1.000000  
  2.300000   -1.000000    0.000000    1.000000  
  2.400000   -1.000000    0.000000    1.000000  
  2.500000   -1.000000    0.000000    1.000000  
  2.600000   -1.000000    0.000000    1.000000  
  2.700000   -1.000000    0.000000    1.000000  
  2.800000   -1.000000    0.000000    1.000000  
  2.900000   -1.000000    0.000000    1.000000  
  3.000000   -1.000000    0.000000    1.000000  

  0.000000    0.000000    1.000000    0.000000  
  0.010000   -0.003947    1.000000    0.000000  
  0.020000   -0.015771    1.000000    0.000000  
  0.030000   -0.035425    1.000000    0.000000  
  0.040000   -0.062834    1.000000    0.000000  
  0.050000   -0.097887    1.000000    0.000000  
  0.060000   -0.140447    1.000000    0.000000  
  0.070000   -0.190346    1.000000    0.000000  
  0.080000   -0.247387    1.000000    0.000000  
  0.090000   -0.311344    1.000000    0.000000  
  0.100000   -0.381966    1.000000    0.000000  
  0.110000   -0.458974    1.000000    0.000000  
  0.120000   -0.542063    1.000000    0.000000  
  0.130000   -0.630906    1.000000    0.000000  
  0.140000   -0.725152    1.000000    0.000000  
  0.150000   -0.824429    1.000000    0.000000  
  0.160000   -0.928346    1.000000    0.000000  
  0.170000   -1.036493    1.000000    0.000000  
  0.180000   -1.148441    1.000000    0.000000  
  0.190000   -1.263751    1.000000    0.000000  
  0.200000   -1.381966    1.000000    0.000000  
  0.210000   -1.502620    1.000000    0.000000  
  0.220000   -1.625237    1.000000    0.000000  
  0.230000   -1.749334    1.000000    0.000000  
  0.240000   -1.874419    1.000000    0.000000  
  0.250000   -2.000000    0.000000    1.000000  
  0.260000   -2.062791    0.000000    1.000000  
  0.270000   -2.125333    0.000000    1.000000  
  0.280000   -2.187381    0.000000    1.000000  
