# mu, dos, integrated_dos, [pdos, integrated_pdos]*n_orb_type
 -5.000000    0.000000    0.000000    0.000000   0.000000   0.000000   0.000000 
 -4.980000    0.000000    0.000000    0.000000   0.000000   0.000000   0.000000 
 -4.960000    0.000000    0.000000    0.000000   0.000000   0.000000   0.000000 
 -4.940000    0.000000    0.000000    0.000000   0.000000   0.000000   0.000000 
 -4.920000    0.000000    0.000000    0.000000   0.000000   0.000000   0.000000 
 -4.900000    0.000000    0.000000    0.000000   0.000000   0.000000   0.000000 
 -4.880000    0.000000    0.000000    0.000000   0.000000   0.000000   0.000000 
 -4.860000    0.000000    0.000000    0.000000   0.000000   0.000000   0.000000 
 -4.840000    0.000000    0.000000    0.000000   0.000000   0.000000   0.000000 
 -4.820000    0.000000    0.000000    0.000000   0.000000   0.000000   0.000000 
 -4.800000    0.000000    0.000000    0.000000   0.000000   0.000000   0.000000 
 -4.780000    0.000000    0.000000    0.000000   0.000000   0.000000   0.000000 
 -4.760000    0.000000    0.000000    0.000000   0.000000   0.000000   0.000000 
 -4.740000    0.000000    0.000000    0.000000   0.000000   0.000000   0.000000 
 -4.720000    0.000000    0.000000    0.000000   0.000000   0.000000   0.000000 
 -4.700000    0.000000    0.000000    0.000000   0.000000   0.000000   0.000000 
 -4.680000    0.000000    0.000000    0.000000   0.000000   0.000000   0.000000 
 -4.660000    0.000000    0.000000    0.000000   0.000000   0.000000   0.000000 
 -4.640000    0.000000    0.000000    0.000000   0.000000   0.000000   0.000000 
 -4.620000    0.000000    0.000000    0.000000   0.000000   0.000000   0.000000 
 -4.600000    0.000000    0.000000    0.000000   0.000000   0.000000   0.000000 
 -4.580000    0.000000    0.000000    0.000000   0.000000   0.000000   0.000000 
 -4.560000    0.000000    0.000000    0.000000   0.000000   0.000000   0.000000 
 -4.540000    0.000000    0.000000    0.000000   0.000000   0.000000   0.000000 
 -4.520000    0.000000    0.000000    0.000000   0.000000   0.000000   0.000000 
 -4.500000    0.000000    0.000000    0.000000   0.000000   0.000000   0.000000 
 -4.480000    0.000000    0.000000    0.000000   0.000000   0.000000   0.000000 
 -4.460000    0.000000    0.000000    0.000000   0.000000   0.000000   0.000000 
 -4.440000    0.000000    0.000000    0.000000   0.000000   0.000000   0.000000 
 -4.420000    0.000000    0.000000    0.000000   0.000000   0.000000   0.000000 
 -4.400000    0.000000    0.000000    0.000000   0.000000   0.000000   0.000000 
 -4.380000    0.000000    0.000000    0.000000   0.000000   0.000000   0.000000 
 -4.360000    0.000000    0.000000    0.000000   0.000000   0.000000   0.000000 
 -4.340000    0.000000    0.000000    0.000000   0.000000   0.000000   0.000000 
 -4.320000    0.000003    0.000000    0.000003   0.000000   0.000000   0.000000 
 -4.300000    0.000020    0.000000    0.000018   0.000000   0.000001   0.000000 
 -4.280000    0.000108    0.000002    0.000101   0.000002   0.000008   0.000000 
 -4.260000    0.000508    0.000005    0.000472   0.000005   0.000036   0.000000 
 -4.240000    0.002039    0.000032    0.001893   0.000030   0.000146   0.000002 
 -4.220000    0.007010    0.000079    0.006507   0.000073   0.000503   0.000006 
 -4.200000    0.020687    0.000355    0.019202   0.000329   0.001485   0.000025 
 -4.180000    0.052483    0.000705    0.048711   0.000654   0.003771   0.000051 
 -4.160000    0.114728    0.002234    0.106473   0.002074   0.008255   0.000161 
 -4.140000    0.216781    0.003680    0.201156   0.003415   0.015625   0.000265 
 -4.120000    0.355610    0.008421    0.329921   0.007814   0.025689   0.000607 
 -4.100000    0.509599    0.011818    0.472673   0.010965   0.036926   0.000854 
 -4.080000    0.643640    0.020400    0.596806   0.018922   0.046834   0.001478 
 -4.060000    0.725620    0.025238    0.672513   0.023406   0.053107   0.001832 
 -4.040000    0.743112    0.035146    0.688289   0.032583   0.054823   0.002563 
 -4.020000    0.707440    0.039862    0.654686   0.036947   0.052754   0.002915 
 -4.000000    0.643368    0.048440    0.594726   0.044877   0.048642   0.003563 
 -3.980000    0.574411    0.052270    0.530260   0.048412   0.044151   0.003858 
 -3.960000    0.514302    0.059127    0.474042   0.054733   0.040260   0.004394 
 -3.940000    0.467002    0.062240    0.429742   0.057598   0.037260   0.004643 
 -3.920000    0.430996    0.067987    0.395948   0.062877   0.035048   0.005110 
 -3.900000    0.403255    0.070675    0.369841   0.065343   0.033415   0.005333 
 -3.880000    0.381178    0.075758    0.349000   0.069996   0.032178   0.005762 
 -3.860000    0.363009    0.078178    0.331793   0.072208   0.031216   0.005970 
 -3.840000    0.347650    0.082813    0.317198   0.076437   0.030453   0.006376 
 -3.820000    0.334409    0.085043    0.304570   0.078468   0.029840   0.006575 
 -3.800000    0.322826    0.089347    0.293481   0.082381   0.029345   0.006966 
 -3.780000    0.312577    0.091431    0.283629   0.084272   0.028948   0.007159 
 -3.760000    0.303426    0.095476    0.274793   0.087935   0.028632   0.007541 
 -3.740000    0.295193    0.097444    0.266807   0.089714   0.028385   0.007730 
 -3.720000    0.287738    0.101281    0.259540   0.093175   0.028198   0.008106 
 -3.700000    0.280950    0.103154    0.252888   0.094861   0.028062   0.008293 
 -3.680000    0.274742    0.106817    0.246768   0.098151   0.027974   0.008666 
