# kpline, ek, [weight] * n_orb_type
  0.000000   -8.146118    0.166667    0.500000    0.333333
  0.006840   -8.137876    0.166575    0.500274    0.333151
  0.013681   -8.113650    0.166311    0.501068    0.332621
  0.020521   -8.074758    0.165900    0.502301    0.331799
  0.027361   -8.022850    0.165381    0.503857    0.330762
  0.034202   -7.959264    0.164799    0.505604    0.329598
  0.041042   -7.884402    0.164196    0.507414    0.328391
  0.047882   -7.797343    0.163606    0.509183    0.327211
  0.054723   -7.695817    0.163054    0.510840    0.326107
  0.061563   -7.576601    0.162552    0.512343    0.325104
  0.068403   -7.436254    0.162107    0.513679    0.324214
  0.075244   -7.272036    0.161715    0.514856    0.323430
  0.082084   -7.082774    0.161368    0.515895    0.322737
  0.088924   -6.869474    0.161055    0.516836    0.322110
  0.095765   -6.635502    0.160757    0.517730    0.321513
  0.102605   -6.386284    0.160451    0.518647    0.320902
  0.109445   -6.128585    0.160111    0.519667    0.320222
  0.116286   -5.869499    0.159708    0.520875    0.319417
  0.123126   -5.615348    0.159215    0.522353    0.318432
  0.129967   -5.370742    0.158612    0.524164    0.317224
  0.136807   -5.137961    0.157884    0.526349    0.315768
  0.143647   -4.916827    0.157026    0.528920    0.314054
  0.150488   -4.705077    0.156041    0.531876    0.312083
  0.157328   -4.499184    0.154927    0.535217    0.309855
  0.164168   -4.295448    0.153675    0.538975    0.307350
  0.171009   -4.091124    0.152255    0.543235    0.304510
  0.177849   -3.885336    0.150616    0.548153    0.301231
  0.184689   -3.679552    0.148683    0.553951    0.297366
  0.191530   -3.477481    0.146374    0.560880    0.292747
  0.198370   -3.284404    0.143616    0.569154    0.287231
  0.205210   -3.106098    0.140375    0.578876    0.280749
  0.212051   -2.947677    0.136675    0.589976    0.273349
  0.218891   -2.812677    0.132599    0.602203    0.265198
  0.225731   -2.702635    0.128276    0.615174    0.256551
  0.232572   -2.617190    0.123846    0.628461    0.247692
  0.239412   -2.554530    0.119442    0.641673    0.238885
  0.246252   -2.511986    0.115165    0.654504    0.230330
  0.253093   -2.486554    0.111084    0.666747    0.222168
  0.259933   -2.475272    0.107241    0.678277    0.214482
  0.266773   -2.475417    0.103660    0.689021    0.207320
  0.273614   -2.484559    0.100354    0.698936    0.200710
  0.280454   -2.500531    0.097335    0.707993    0.194672
  0.287294   -2.521364    0.094610    0.716167    0.189223
  0.294135   -2.545238    0.092185    0.723442    0.184373
  0.300975   -2.570456    0.090062    0.729809    0.180129
  0.307815   -2.595467    0.088241    0.735271    0.176488
  0.314656   -2.618893    0.086717    0.739840    0.173443
  0.321496   -2.639567    0.085484    0.743535    0.170981
  0.328336   -2.656556    0.084533    0.746378    0.169089
  0.335177   -2.669162    0.083855    0.748386    0.167759
  0.342017   -2.676908    0.083421    0.749555    0.167024
  0.348857   -2.679519    0.005749    0.575167    0.419083
  0.353694   -2.678053    0.249763    0.750237    0.000000
  0.358531   -2.673660    0.249941    0.750059    0.000000
  0.363368   -2.666349    0.249975    0.750025    0.000000
  0.368205   -2.656134    0.249987    0.750013    0.000000
  0.373042   -2.643029    0.249993    0.750007    0.000000
  0.377879   -2.627043    0.249997    0.750003    0.000000
  0.382715   -2.608175    0.249999    0.750001    0.000000
  0.387552   -2.586410    0.250000    0.750000    0.000000
  0.392389   -2.561719    0.250000    0.750000    0.000000
  0.397226   -2.534061    0.250000    0.750000    0.000000
  0.402063   -2.503385    0.249999    0.750001    0.000000
  0.406900   -2.469636    0.249998    0.750002    0.000000
  0.411737   -2.432766    0.249995    0.750005    0.000000
  0.416573   -2.392743    0.249990    0.750010    0.000000
  0.421410   -2.349561    0.249939    0.750061    0.000000
  0.426247   -2.314057    0.072890    0.218744    0.708366
  0.431084   -2.283198    0.071032    0.213127    0.715840
  0.435921   -2.255205    0.068900    0.206718    0.724381
  0.440758   -2.231037    0.066483    0.199459    0.734059
  0.445595   -2.211662    0.063772    0.191323    0.744905
  0.450431   -2.198018    0.060774    0.182326    0.756900
  0.455268   -2.190956    0.057509    0.172530    0.769961
  0.460105   -2.191184    0.054017    0.162052    0.783931
  0.464942   -2.199206    0.050353    0.151058    0.798590
  0.469779   -2.215287    0.046584    0.139753    0.813662
  0.474616   -2.239427    0.042788    0.128366    0.828846
  0.479453   -2.271369    0.039040    0.117120    0.843840
  0.484289   -2.310624    0.035406    0.106220    0.858374
  0.489126   -2.356517    0.031943    0.095831    0.872225
  0.493963   -2.408239    0.028691    0.086075    0.885234
  0.498800   -2.464897    0.025675    0.077026    0.897299
  0.503637   -2.525551    0.022906    0.068719    0.908376
  0.508474   -2.589246    0.020385    0.061155    0.918460
  0.513310   -2.655026    0.018104    0.054314    0.927581
  0.518147   -2.721954    0.016052    0.048158    0.935790
  0.522984   -2.789111    0.014213    0.042639    0.943148
  0.527821   -2.855606    0.012568    0.037705    0.949727
  0.532658   -2.920583    0.011101    0.033304    0.955595
  0.537495   -2.983233    0.009795    0.029383    0.960822
  0.542332   -3.042804    0.008633    0.025897    0.965470
  0.547168   -3.098619    0.007601    0.022803    0.969595
  0.552005   -3.150091    0.006689    0.020066    0.973246
  0.556842   -3.196736    0.005885    0.017655    0.976459
  0.561679   -3.238186    0.005184    0.015551    0.979266
  0.566516   -3.274190    0.004579    0.013737    0.981684
  0.571353   -3.304604    0.004068    0.012204    0.983728
  0.576190   -3.329381    0.003650    0.010949    0.985402
  0.581026   -3.348544    0.003323    0.009969    0.986708
  0.585863   -3.362154    0.003089    0.009268    0.987643
  0.590700   -3.370283    0.002948    0.008845    0.988206
  0.595537   -3.372985    0.002902    0.008705    0.988394
  0.600374   -3.375154    0.003176    0.009528    0.987297
  0.605211   -3.381827    0.004016    0.012048    0.983936
  0.610048   -3.393496    0.005471    0.016414    0.978115
  0.614884   -3.410936    0.007617    0.022851    0.969532
  0.619721   -3.435147    0.010544    0.031632    0.957824
  0.624558   -3.467272    0.014345    0.043034    0.942621
  0.629395   -3.508497    0.019095    0.057284    0.923622
  0.634232   -3.559938    0.024833    0.074498    0.900669
  0.639069   -3.622529    0.031545    0.094636    0.873818
  0.643906   -3.696915    0.039157    0.117470    0.843373
  0.648742   -3.783374    0.047527    0.142582    0.809891
  0.653579   -3.881770    0.056465    0.169396    0.774139
  0.658416   -3.991551    0.065747    0.197242    0.737011
  0.663253   -4.111792    0.075140    0.225421    0.699439
  0.668090   -4.241274    0.084425    0.253276    0.662299
  0.672927   -4.378598    0.093414    0.280242    0.626344
  0.677763   -4.522294    0.101957    0.305871    0.592173
  0.682600   -4.670933    0.109947    0.329840    0.560213
  0.687437   -4.823209    0.117315    0.351946    0.530739
  0.692274   -4.977993    0.124026    0.372080    0.503894
  0.697111   -5.134349    0.130072    0.390216    0.479712
  0.701948   -5.291532    0.135463    0.406390    0.458147
  0.706785   -5.448949    0.140227    0.420682    0.439091
  0.711621   -5.606121    0.144402    0.433207    0.422391
  0.716458   -5.762626    0.148035    0.444104    0.407861
  0.721295   -5.918060    0.151175    0.453526    0.395299
  0.726132   -6.071990    0.153877    0.461630    0.384493
  0.730969   -6.223932    0.156192    0.468576    0.375231
  0.735806   -6.373334    0.158172    0.474515    0.367313
  0.740643   -6.519578    0.159863    0.479587    0.360550
  0.745479   -6.661997    0.161306    0.483918    0.354775
  0.750316   -6.799907    0.162539    0.487616    0.349845
  0.755153   -6.932638    0.163590    0.490771    0.345639
  0.759990   -7.059577    0.164485    0.493454    0.342062
  0.764827   -7.180201    0.165240    0.495720    0.339040
  0.769664   -7.294108    0.165870    0.497610    0.336520
  0.774501   -7.401021    0.166385    0.499155    0.334460
  0.779337   -7.500797    0.166792    0.500377    0.332831
  0.784174   -7.593396    0.167098    0.501294    0.331608
  0.789011   -7.678862    0.167309    0.501926    0.330766
  0.793848   -7.757276    0.167432    0.502295    0.330274
  0.798685   -7.828723    0.167476    0.502428    0.330097
  0.803522   -7.893250    0.167453    0.502359    0.330188
